MonthlyIncome,Age,TotalWorkingYears,IncomePerYearExp,DailyRate,MonthlyRate,DistanceFromHome,SatisfactionScore,HourlyRate,OverTime_Yes,NumCompaniesWorked,YearsWithCurrManager,YearsAtCompany,ManagerStability,StockOptionLevel,TenureRatio,WorkLifeBalance,PercentSalaryHike,JobInvolvement,EnvironmentSatisfaction,PromotionLag,TrainingTimesLastYear,YearsInCurrentRole,RelationshipSatisfaction,HighOvertimeRisk,Attrition
2.011974952136683,1.103361511540898,2.2782336440162587,532.4,1.04745610812676,0.9518692243702268,-0.8875151110697495,2.5,-0.929567997861234,False,1.324225833479301,-0.5952272282818631,-0.6544537372115486,0.5,2.5899937140505074,0.1,0.3380961637724818,-0.3305890744344257,1.7855109940078144,-0.6605306743650393,0.25,-0.6201892226844657,-0.6154915796172451,0.2662325767951835,0,0
-0.8456504350254842,-1.6341847718190805,-1.0644701017820986,630.75,-0.5168573993103168,0.7007225725386765,-0.8875151110697495,3.25,1.6783773645215088,False,-1.0785044383346123,-0.8755809692540959,-0.8177339465973219,0.3333333333333333,0.241988311858558,0.5,0.3380961637724818,-0.3305890744344257,0.3796721288811475,0.2546249253678617,0.6666666666666666,-0.6201892226844657,-0.8915894197262932,0.2662325767951835,0,0
2.3292055791746127,0.9938596602064989,1.5068404719089457,727.7083333333334,-0.9829286186418073,0.1802994881893585,-0.7641208792270812,2.75,-0.6835354165043717,False,0.1228606975723441,1.3672489585237668,0.8150681472604113,0.6923076923076923,0.241988311858558,0.5,0.3380961637724818,-0.8772324258614291,0.3796721288811475,-1.5756862740979405,0.3076923076923077,0.1557070814399298,1.3171933011460917,1.1914379855160335,0,0
-0.9363788193156356,-1.3056792178158831,-0.5502079870438897,262.0,-0.4474425368566906,1.695330773440681,0.4698214391996017,2.75,-1.2740136117608418,False,-0.6780493930322936,0.5261877356070683,-0.0013328996684553,0.75,-0.9320143892374164,0.875,0.3380961637724818,-1.1505541015749308,0.3796721288811475,-0.6605306743650393,0.0,-1.3960855268088614,-0.063295899399149,0.2662325767951835,0,0
-0.175067810154951,0.6653541062033014,-0.1645114009902331,516.2727272727273,0.49213720849775,0.7468199993997557,-0.0237554881710714,3.0,0.3005949089230785,True,0.1228606975723441,0.8065414765793012,0.161947309717318,0.7777777777777778,0.241988311858558,0.7272727272727273,0.3380961637724818,-0.6039107501479274,0.3796721288811475,1.1697805251007627,0.4444444444444444,0.1557070814399298,0.7649976209279952,-0.6589728319256667,0,0
-0.6457080237443779,-0.9771736638126856,-0.8073390444129942,577.3333333333334,0.8788771564536676,1.4649841800708372,-0.8875151110697495,2.75,0.8910731041795485,True,0.9237707881769818,-0.5952272282818631,-0.6544537372115486,0.5,-0.9320143892374164,0.5,-1.0778621289498782,-0.6039107501479274,-2.432005601372186,-1.5756862740979405,0.5,0.9316033855643254,-0.6154915796172451,1.1914379855160335,0,1
-0.8031547046788091,1.5413689168784943,-1.3216011591512031,1361.5,0.0756480337759927,1.2533295311294186,-1.010909342912418,2.75,1.4815512994360187,False,-0.6780493930322936,-1.1559347102263289,-0.9810141559830952,0.0,-0.9320143892374164,0.5,-1.0778621289498782,-1.1505541015749308,0.3796721288811475,0.2546249253678617,0.0,-2.171981830933257,-1.1676872598353414,-0.6589728319256667,0,0
0.9172849384063324,0.6653541062033014,0.8640128284861845,569.4736842105264,0.6929444891671688,-0.3904372510876007,2.197340684996958,2.5,0.841866587908176,False,2.1251359240839385,-0.8755809692540959,0.161947309717318,0.1111111111111111,0.241988311858558,0.42105263157894735,0.3380961637724818,-1.1505541015749308,0.3796721288811475,0.2546249253678617,0.0,-1.3960855268088614,0.7649976209279952,0.2662325767951835,0,0
-0.3960456079576616,0.3368485522001039,-0.8073390444129942,773.1666666666666,-1.6969100610219627,-0.428804926493316,0.59321567104227,2.75,0.8910731041795485,False,-0.6780493930322936,-0.5952272282818631,-0.3278933184400019,0.3333333333333333,0.241988311858558,0.8333333333333334,0.3380961637724818,-0.0572673987209239,0.3796721288811475,1.1697805251007627,0.16666666666666666,-0.6201892226844657,-0.063295899399149,0.2662325767951835,0,0
-0.1559447314989472,-1.0866755151470848,-0.678773515728442,824.1428571428571,-1.481228166969624,-1.0137363002610345,0.0996387436715968,3.75,1.5799643319787635,True,-0.6780493930322936,-0.0345197463373974,-0.1646131090542286,0.5714285714285714,-0.9320143892374164,0.8571428571428571,0.3380961637724818,-1.1505541015749308,-1.0261667362455194,1.1697805251007627,0.5714285714285714,0.1557070814399298,-0.6154915796172451,1.1914379855160335,0,0
